LDN,Elev,GDP,Nt,Pop,Pre,Tem
1,0.374887,0.0031374,0,0.0006967,0.338585,0.635168
1,0.15918,0.0035923,0,0.0016148,0.374072,0.77275
1,0.390865,0.0050788,0,0.0010245,0.335057,0.627751
1,0.101749,0.0054147,0,0.002122,0.384292,0.795136
1,0.219626,0.0056916,0.0047619,0.0014056,0.316486,0.764724
1,0.258969,0.003904,0,0.001507,0.356021,0.696496
1,0.314139,0.0030965,0,0.000403,0.325923,0.685111
1,0.197769,0.0028511,0,0.0036449,0.337223,0.746553
1,0.279017,0.0044936,0,0.0026963,0.327467,0.739781
1,0.126319,0.0029941,0,0.0008642,0.493002,0.785443
1,0.188273,0.0113045,0,0.0004577,0.410665,0.754811
1,0.157823,0.0047834,0,0.0004551,0.440798,0.740015
1,0.132499,0.0230895,0,0.0005629,0.392629,0.81657
1,0.190684,0.0070677,0,0.0006536,0.393459,0.749927
1,0.170485,0.0721906,0,0.000635,0.415627,0.749771
1,0.140639,0.0044046,0,0.0012355,0.409428,0.766254
1,0.167621,0.0050838,0,0.0005,0.439496,0.764602
1,0.136268,0.0031752,0,0.0010902,0.433011,0.769219
1,0.0827555,0.0071687,0,0.0008528,0.409692,0.816965
1,0.141091,0.0026322,0,0.0006179,0.484365,0.75781
1,0.215405,0.0066423,0,0.0018497,0.382476,0.756817
1,0.129183,0.0142878,0,0.0006279,0.396942,0.78884
-1,0.299216,0.0036442,0,0.0009345,0.344579,0.695787
1,0.215104,0.0050258,0.0833333,0.0073796,0.402415,0.753973
1,0.341724,0.0034974,0,0.0014956,0.339732,0.652217
1,0.0777811,0.0069401,0,0.0012796,0.426159,0.8036
1,0.2347,0.0086385,0,0.0026642,0.38537,0.707528
1,0.184052,0.0147137,0,0.000288,0.414243,0.699903
1,0.116822,0.0029236,0,0.0006857,0.452628,0.787664
1,0.126168,0.0039801,0,0.0007576,0.433424,0.785965
1,0.250829,0.005806,0,0.0010084,0.397709,0.709555
1,0.168224,0.0072549,0,0.0026047,0.427642,0.745957
1,0.185258,0.0094843,0,0.0010606,0.416414,0.741326
1,0.156617,0.0069531,0,0.0001877,0.401129,0.761914
1,0.121948,0.00598,0.0174603,0.0019282,0.442097,0.787222
1,0.204703,0.0079924,0,0.0011741,0.408482,0.760278
1,0.148176,0.0040801,0,0.0010156,0.434102,0.745712
1,0.337956,0.0031748,0,0.0008374,0.36001,0.635925
1,0.136117,0.002858,0.0150794,0.002658,0.481897,0.745757
1,0.135966,0.0038593,0,0.0023475,0.48049,0.759761
1,0.118481,0.0083147,0,0.0013587,0.399553,0.797074
1,0.210582,0.0046925,0.0365079,0.0020577,0.413021,0.739222
1,0.16129,0.0068299,0,0.0011068,0.415982,0.763416
1,0.119686,0.0026799,0,0.0013501,0.434109,0.769308
1,0.148176,0.0068482,0,0.0017754,0.410684,0.766482
1,0.0857703,0.0046842,0.111111,0.0021515,0.453837,0.786553
1,0.108381,0.0038433,0.0079365,0.0022139,0.485238,0.792665
1,0.105668,0.0040322,0,0.002017,0.479816,0.790571
1,0.127676,0.0039727,0,0.000372,0.436498,0.759175
1,0.127826,0.0161117,0.0039683,0.0028487,0.400572,0.790717
1,0.135363,0.0052527,0,0.0005627,0.420699,0.760138
1,0.145463,0.003005,0,0.0004743,0.428952,0.771965
1,0.169732,0.0058089,0,0.0007025,0.426278,0.745992
-1,0.357552,0.0036941,0,0.000603,0.368975,0.634943
1,0.173349,0.0028995,0,0.0001136,0.446596,0.725502
1,0.173199,0.0036111,0,0.0011987,0.438916,0.749638
1,0.175912,0.0026136,0,0.0008206,0.494976,0.722272
1,0.258969,0.0096514,0.0055556,0.0030692,0.383131,0.710726
1,0.229123,0.0049817,0.0515873,0.0016399,0.396003,0.739906
1,0.0738619,0.0069281,0,0.0006144,0.404014,0.824535
1,0.199729,0.0054884,0,0.0014402,0.415102,0.758747
1,0.148779,0.0071582,0,0.0007816,0.430342,0.733783
1,0.231685,0.0069205,0,0.0018268,0.410318,0.734835
1,0.178625,0.0094276,0,0.0008464,0.411075,0.744863
1,0.355894,0.0031741,0,0.0013961,0.356939,0.632937
1,0.239674,0.0050993,0,0.0012803,0.406921,0.694863
1,0.134157,0.0027156,0,0.0006274,0.442094,0.754949
1,0.174254,0.0055989,0,0.0008491,0.433911,0.720452
0,0.0744649,0.0035536,0,0.0025608,0.414589,0.801073
1,0.21013,0.0046136,0,0.0005964,0.391864,0.748993
1,0.280072,0.0034638,0,0.0009234,0.362351,0.688452
1,0.123455,0.0042396,0,0.0005874,0.496982,0.766271
1,0.185258,0.0055271,0,0.0003907,0.405777,0.74588
1,0.120139,0.0056428,0,0.000961,0.443807,0.769372
1,0.250075,0.0076831,0,0.0013098,0.408801,0.737502
1,0.366747,0.0029311,0,0.0012611,0.332291,0.667371
1,0.168677,0.009367,0,0.0009034,0.393101,0.767334
-1,0.33479,0.0033037,0.0547619,0.0129301,0.346911,0.672223
1,0.197618,0.0847825,0.0753968,0.0022317,0.414362,0.738107
-1,0.187368,0.005689,0.219841,0.007863,0.404125,0.735176
1,0.354085,0.0034777,0,0.0012381,0.34135,0.640468
1,0.191287,0.0110298,0,0.0006237,0.424595,0.734245
1,0.137775,0.0056147,0,0.0015688,0.452684,0.759139
1,0.120289,0.0054935,0,0.0009269,0.415247,0.785317
1,0.229876,0.0051592,0,0.0010289,0.401364,0.718528
1,0.15511,0.0070645,0,0.0002236,0.403382,0.782732
1,0.157673,0.0034309,0,0.0004419,0.478892,0.75591
1,0.312933,0.0033324,0,0.0007373,0.336865,0.669028
1,0.17953,0.005672,0.0285714,0.0027871,0.403583,0.742506
1,0.157974,0.0069127,0,0.0001251,0.401081,0.788207
1,0.125716,0.0105493,0,0.0012838,0.399298,0.796341
1,0.152397,0.0026861,0,0.0004819,0.486027,0.72516
1,0.248417,0.0090212,0,0.0012959,0.380437,0.715266
1,0.400663,0.0032506,0,0.0013838,0.348277,0.619872
1,0.142297,0.0132254,0.0253968,0.0015686,0.409473,0.776609
0,0.106723,0.0228335,0,0.0011434,0.39865,0.810744
1,0.139584,0.0026589,0.0468254,0.0014377,0.425864,0.76411
1,0.13461,0.0033816,0,0.0008548,0.432034,0.762258
1,0.185107,0.0029632,0,0.0003865,0.434339,0.742468
1,0.101749,0.0046265,0,0.0016702,0.456528,0.81511
1,0.151492,0.006139,0,0.0020782,0.396741,0.769887
1,0.0841122,0.0036075,0,0.0021071,0.468152,0.80448
1,0.324691,0.0034746,0,0.0011751,0.365709,0.683219
1,0.157673,0.0042618,0,0.0010141,0.46746,0.734016
1,0.168526,0.0102882,0.0126984,0.0007746,0.400871,0.750602
1,0.29394,0.006308,0,0.0020663,0.398863,0.685014
1,0.282635,0.0037492,0,0.0024566,0.350672,0.685161
1,0.37745,0.0034386,0,0.0009584,0.33906,0.656485
1,0.165059,0.006105,0.0380952,0.0014538,0.422351,0.750355
1,0.0747664,0.0051617,0.169048,0.0017605,0.44684,0.820884
1,0.143805,0.0024437,0,0.0003137,0.437422,0.749892
1,0.112752,0.0046266,0.0436508,0.0047534,0.483294,0.78008
1,0.275399,0.0042765,0,0.0031387,0.361397,0.692678
1,0.205005,0.0115686,0,0.0016203,0.380403,0.726048
1,0.0655713,0.0050877,0,0.0005381,0.414569,0.794722
1,0.174103,0.0044507,0,0.0003852,0.432741,0.733195
1,0.170335,0.0139504,0.118254,0.0016264,0.405244,0.767715
1,0.17139,0.0051428,0.0190476,0.0011601,0.416887,0.738492
1,0.213144,0.0080067,0,0.0016141,0.405032,0.749113
1,0.20606,0.0100646,0,0.0016382,0.385092,0.744233
1,0.0753693,0.0056388,0,0.0012656,0.423936,0.798073
1,0.0872777,0.0026,0.123016,0.0014031,0.426751,0.782641
1,0.173199,0.0058171,0.0166667,0.0004176,0.397598,0.771462
1,0.110491,0.0051408,0,0.0007149,0.440027,0.777474
1,0.12451,0.0058636,0,0.0012054,0.455944,0.75308
1,0.210431,0.0110922,0,0.0019941,0.379225,0.736214
1,0.111396,0.0029608,0,0.0004297,0.428054,0.773112
1,0.165662,0.0069108,0,0.0007596,0.404615,0.778237
1,0.124359,0.0060153,0,0.0015305,0.422245,0.766999
1,0.155261,0.0032124,0,0.0008915,0.454363,0.753854
1,0.150889,0.0172598,0,0.0015891,0.397043,0.789424
1,0.282936,0.0088389,0,0.0013314,0.380937,0.67515
1,0.169882,0.0035324,0,0.0003174,0.439119,0.725864
1,0.308411,0.0080913,0,0.0015387,0.391154,0.664276
1,0.208472,0.0113755,0,0.0012242,0.380717,0.739038
1,0.160235,0.0049042,0,0.0011907,0.479322,0.74719
1,0.163702,0.0195753,0.0079365,0.0011653,0.394071,0.77138
-1,0.0823033,0.0027112,0.200794,0.0167475,0.424924,0.794649
1,0.28158,0.0094327,0,0.0022048,0.377411,0.695376
1,0.153753,0.0119092,0.129365,0.0038981,0.431245,0.764146
1,0.105065,0.0043332,0,0.0017259,0.416995,0.774334
1,0.211939,0.0052771,0,0.0020357,0.393298,0.770304
1,0.139584,0.0046356,0,0.0010435,0.403908,0.799534
1,0.247513,0.0041156,0.0047619,0.0015862,0.367696,0.734191
1,0.106572,0.0055761,0,0.0008931,0.419457,0.771466
1,0.0914983,0.006375,0,0.0038132,0.431182,0.805164
1,0.0936087,0.0038883,0,0.0009811,0.484657,0.800022
1,0.139584,0.0119426,0,0.0008838,0.400027,0.784008
1,0.129937,0.005905,0,0.0005759,0.416591,0.769267
1,0.178173,0.0086275,0,0.0006781,0.398682,0.757812
1,0.123756,0.0059831,0.0150794,0.0009681,0.414729,0.781243
1,0.152246,0.0051523,0,0.0015561,0.402136,0.775571
1,0.0970757,0.0024776,0,0.0003714,0.425288,0.777098
1,0.0856195,0.0035974,0,0.0011969,0.423349,0.792467
1,0.186765,0.02037,0,0.0012026,0.411876,0.762172
1,0.14893,0.0029444,0.0103175,0.0011628,0.430254,0.745899
1,0.154959,0.0030664,0,0.0007338,0.434703,0.747782
1,0.124058,0.0029908,0,0.0003979,0.428486,0.773326
1,0.138981,0.0029425,0,0.0007412,0.425664,0.77568
1,0.216762,0.0068247,0,0.0017985,0.406485,0.743964
1,0.22852,0.0086088,0,0.0010673,0.410424,0.727205
1,0.211939,0.0036566,0,0.0008774,0.456535,0.701329
1,0.16325,0.0021084,0,0.0003126,0.454387,0.741382
1,0.174857,0.0114768,0,0.0015013,0.409289,0.752236
1,0.0844136,0.0030504,0,0.0005943,0.421423,0.790772
1,0.166566,0.0053978,0,0.0007746,0.404165,0.772169
1,0.23877,0.0053484,0.0452381,0.0035065,0.396142,0.729031
-1,0.168074,0.0028638,0,0.0004496,0.436238,0.733097
1,0.307356,0.0038923,0,0.0007329,0.335719,0.661274
1,0.154658,0.00345,0,0.0017543,0.441843,0.75067
1,0.218872,0.0067369,0.257937,0.004579,0.39192,0.749862
1,0.18782,0.0120395,0,0.0010411,0.398388,0.744478
1,0.15722,0.0025539,0,0.0007362,0.45936,0.746652
1,0.15511,0.0079303,0,0.0009387,0.401243,0.772497
0,0.133554,0.0044233,0.0047619,0.0076944,0.41257,0.773773
1,0.402924,0.0033989,0,0.0007382,0.344897,0.622981
1,0.221284,0.0660127,0.0992064,0.0017156,0.419008,0.739886
1,0.193247,0.003507,0,0.0003247,0.445067,0.729578
1,0.106271,0.0042085,0,0.0004816,0.421401,0.786798
0,0.208321,0.0599991,0.0333333,0.0008509,0.419495,0.726957
1,0.176967,0.0043441,0,0.000241,0.446804,0.674589
1,0.105216,0.0034594,0,0.0007376,0.425084,0.781708
1,0.182695,0.0114661,0.0047619,0.0005559,0.407174,0.733548
1,0.100844,0.0042112,0.284127,0.0059765,0.422034,0.799695
1,0.14893,0.0173175,0.0230159,0.0013857,0.40831,0.761996
1,0.100995,0.0182887,0,0.0013253,0.431689,0.800269
1,0.130087,0.0029312,0,0.002037,0.432343,0.769437
1,0.16325,0.0042526,0,0.0003505,0.434144,0.755992
1,0.361622,0.0030744,0,0.001118,0.353411,0.651353
0,0.230027,0.0028632,0,0.0003147,0.505398,0.684003
1,0.359361,0.003043,0,0.0005068,0.350803,0.649569
1,0.131595,0.0044201,0,0.0010748,0.437838,0.756438
1,0.180736,0.0058614,0,0.0009813,0.447145,0.711861
1,0.223696,0.0052859,0,0.000449,0.407145,0.730456
1,0.294845,0.0033053,0,0.0013348,0.325178,0.756395
1,0.33464,0.0041361,0,0.0021337,0.347785,0.663459
1,0.107024,0.0032554,0.0746032,0.0013997,0.48317,0.811432
0,0.153753,0.0063157,0,0.0009659,0.413152,0.769491
1,0.0946639,0.0056078,0,0.0018461,0.427799,0.788546
1,0.0645161,0.0076538,0,0.0010621,0.408406,0.822773
1,0.147272,0.008175,0,0.0027103,0.398355,0.785483
1,0.32454,0.0038324,0,0.0016454,0.390614,0.67721
1,0.223395,0.0081789,0.018254,0.0025026,0.388475,0.747424
1,0.195809,0.0059205,0,0.0011443,0.423505,0.730447
0,0.152397,0.0105415,0,0.0007231,0.408058,0.763719
1,0.156768,0.0149837,0,0.0019345,0.400387,0.775326
1,0.260326,0.0030401,0,0.0011469,0.322643,0.765461
1,0.354989,0.0037302,0,0.0008243,0.356716,0.64557
1,0.148327,0.0026166,0,0.000742,0.432609,0.759381
1,0.155412,0.005931,0,0.001204,0.414919,0.763385
1,0.175158,0.0035722,0,0.0006243,0.44498,0.687264
-1,0.0422068,0.010717,0.246032,0.0053921,0.417042,0.852652
1,0.205005,0.0056073,0,0.0005908,0.432629,0.713998
1,0.287006,0.0090154,0,0.0009884,0.390917,0.682206
1,0.125716,0.0078312,0,0.000596,0.412222,0.812355
1,0.10416,0.003288,0,0.0005456,0.463648,0.77357
1,0.196865,0.0095311,0,0.0006811,0.419652,0.733156
1,0.11637,0.0024843,0,0.000226,0.431552,0.773346
1,0.188273,0.0044336,0,0.0001852,0.411196,0.71683
1,0.18782,0.0048911,0,0.0007244,0.420357,0.751006
1,0.230027,0.0052154,0,0.0013577,0.406432,0.731667
1,0.156617,0.0170735,0.0650794,0.0007381,0.402407,0.767916
1,0.185258,0.0247138,0.110317,0.0138077,0.411863,0.765598
1,0.196714,0.0059915,0,0.0003026,0.421511,0.717041
-1,0.1429,0.0086551,0.29127,0.0035683,0.396197,0.779136
1,0.315194,0.0046843,0,0.0019641,0.353336,0.684169
1,0.151492,0.009326,0,0.0005694,0.405479,0.779174
1,0.195207,0.0132142,0.0492063,0.0012001,0.41275,0.733308
1,0.223998,0.0099437,0,0.0013807,0.373045,0.718302
1,0.353331,0.0037109,0,0.0016536,0.364378,0.679738
1,0.228821,0.0049742,0,0.0008369,0.404391,0.743988
-1,0.363431,0.0037576,0,0.0009137,0.366197,0.651826
1,0.216762,0.0072239,0,0.0004297,0.406824,0.728209
1,0.181037,0.0069357,0,0.0001383,0.401089,0.742409
1,0.279469,0.0038665,0,0.001935,0.36268,0.700974
1,0.17546,0.0112215,0,0.0009366,0.421169,0.754036
1,0.181942,0.0043962,0,0.0012742,0.414908,0.723652
1,0.331926,0.004211,0,0.0018775,0.348267,0.657208
-1,0.131143,0.0127721,0.0507937,0.0030649,0.396834,0.788997
1,0.240127,0.0045,0,0.0008704,0.401098,0.727236
1,0.170787,0.0090253,0,0.0006388,0.423723,0.752921
1,0.13672,0.0042153,0,0.0008469,0.432639,0.760817
1,0.0764245,0.0058884,0,0.0010288,0.421014,0.811564
1,0.107024,0.0144724,0,0.0009486,0.398303,0.791438
0,0.107778,0.0049914,0.119048,0.0016479,0.422144,0.7819
1,0.272083,0.0089323,0,0.0020118,0.374067,0.718383
1,0.151342,0.0112862,0,0.0016502,0.397888,0.7591
1,0.183298,0.0200647,0,0.0018937,0.394668,0.764868
1,0.143654,0.0055214,0,0.0004661,0.42895,0.745824
1,0.209376,0.003388,0,0.0006476,0.471008,0.688798
1,0.154658,0.0032687,0,0.0005073,0.469751,0.731257
1,0.158728,0.0031235,0,0.0011341,0.434722,0.74835
1,0.131444,0.0027654,0,0.0005268,0.431451,0.762842
1,0.197015,0.0072495,0,0.0013564,0.405172,0.762052
1,0.116069,0.0039421,0,0.0032437,0.433641,0.776464
1,0.207416,0.0055954,0.0055556,0.001303,0.412207,0.757569
1,0.114561,0.0054535,0,0.0005878,0.432584,0.758681
1,0.0709979,0.0044723,0.148413,0.0027932,0.475454,0.818231
1,0.147724,0.010543,0,0.0006607,0.405438,0.776783
1,0.151342,0.0097404,0,0.0011633,0.403812,0.775893
1,0.183449,0.0062811,0,0.0009245,0.403111,0.762304
1,0.129635,0.0047094,0,0.0008436,0.444258,0.745223
1,0.135514,0.0069498,0,0.0007627,0.410822,0.772751
1,0.245252,0.0057273,0,0.0007856,0.399273,0.732385
1,0.135514,0.0048522,0.084127,0.002488,0.447904,0.789262
1,0.265903,0.00435,0,0.0011567,0.406748,0.695511
1,0.0930057,0.0053388,0,0.0006759,0.413791,0.794598
-1,0.0809466,0.0044068,0.268254,0.0463094,0.421514,0.80273
1,0.218872,0.0176694,0,0.0004579,0.411191,0.713636
1,0.146367,0.0038913,0,0.0004085,0.438317,0.752345
1,0.189026,0.0120352,0,0.0005973,0.401761,0.734672
1,0.186916,0.005882,0,0.0006405,0.434917,0.724725
1,0.1224,0.0227066,0,0.002115,0.392046,0.788741
1,0.0975279,0.0040233,0,0.0020537,0.468438,0.810066
1,0.145915,0.004323,0,0.0011609,0.415121,0.761696
1,0.207266,0.0124905,0,0.0004128,0.409208,0.738011
1,0.148628,0.015615,0.0412698,0.0017924,0.406406,0.786242
1,0.335996,0.0029711,0,0.0018163,0.337307,0.684848
1,0.158125,0.0051096,0,0.0010426,0.431341,0.796033
1,0.115466,0.0031596,0,0.0021274,0.420519,0.779234
1,0.244649,0.0048403,0,0.0027366,0.389508,0.710735
1,0.163853,0.0024184,0,0.0005559,0.437859,0.751658
1,0.101146,0.0056768,0,0.0009055,0.416156,0.789667
1,0.185861,0.0027747,0,0.0001914,0.484566,0.710655
1,0.21224,0.0071103,0,0.0013962,0.403382,0.767597
1,0.140338,0.0027201,0.0126984,0.0005072,0.472428,0.74354
1,0.256256,0.0047548,0.0587302,0.0014897,0.398416,0.70049
1,0.123756,0.0034927,0.0198413,0.0026341,0.466482,0.778431
1,0.164607,0.0134483,0.0968254,0.0032281,0.399369,0.778957
1,0.13868,0.0112236,0,0.0003787,0.398619,0.793664
1,0.141996,0.0044309,0,0.0012287,0.450582,0.768787
0,0.131595,0.0123186,0.0055556,0.0022596,0.408385,0.780336
1,0.38363,0.004103,0,0.0009394,0.33939,0.651464
1,0.159331,0.005635,0,0.0007939,0.419124,0.746797
1,0.102653,0.0030066,0.0055556,0.0007332,0.427158,0.772939
1,0.150286,0.0033358,0,0.0008339,0.490205,0.778448
1,0.331474,0.0040541,0.0388889,0.0017131,0.368429,0.654977
1,0.206663,0.0070137,0.0055556,0.0005087,0.407989,0.71586
1,0.137172,0.0125017,0.136508,0.0011068,0.405239,0.768383
1,0.143503,0.0054102,0,0.0010593,0.423092,0.767665
1,0.119084,0.0024482,0,0.0001685,0.422586,0.779305
1,0.15722,0.0094142,0.0047619,0.0009815,0.413571,0.751312
1,0.11019,0.0028913,0,0.0004261,0.45857,0.781807
1,0.158276,0.0123934,0,0.0011617,0.417229,0.750482
1,0.162345,0.0053309,0,0.0004244,0.424227,0.746827
1,0.34685,0.0034628,0,0.0006586,0.364742,0.664018
1,0.132198,0.0149854,0.031746,0.0006834,0.404778,0.784361
1,0.129786,0.0039654,0,0.0005652,0.429061,0.759408
1,0.137323,0.0038558,0,0.0005709,0.42968,0.755538
1,0.095719,0.018434,0,0.0011751,0.393329,0.81079
1,0.188574,0.0107559,0,0.0041545,0.385255,0.749106
1,0.368857,0.0040037,0,0.001203,0.338988,0.643825
1,0.105065,0.004486,0,0.0018206,0.46678,0.800925
1,0.193699,0.0125239,0,0.0007689,0.406542,0.750093
1,0.193398,0.004257,0,0.0002721,0.421329,0.719398
1,0.179831,0.0128165,0,0.0008882,0.399545,0.779658
1,0.146367,0.0060264,0.0301587,0.0025012,0.451034,0.76267
1,0.236358,0.007057,0,0.0032203,0.384696,0.752987
1,0.265451,0.0085614,0.0039683,0.0015844,0.380493,0.69677
1,0.192795,0.0057969,0,0.0025259,0.403564,0.770962
-1,0.135062,0.0323576,0.388889,0.0066007,0.402361,0.781789
1,0.208924,0.0045804,0,0.0007741,0.408184,0.711573
1,0.0958698,0.0045386,0,0.0022688,0.464698,0.800302
1,0.266204,0.0094209,0,0.0024087,0.366765,0.725909
1,0.243594,0.0103371,0.0261905,0.0026276,0.387857,0.716389
1,0.149382,0.0122094,0.0039683,0.0017495,0.400213,0.749796
1,0.205758,0.018661,0.0206349,0.001108,0.417189,0.734005
1,0.305698,0.0041777,0,0.0015795,0.35871,0.678274
1,0.0958698,0.0028183,0.0126984,0.0016192,0.433728,0.773106
1,0.209828,0.0054302,0,0.001206,0.406354,0.728376
1,0.111245,0.0051873,0,0.0003837,0.447015,0.739774
1,0.0874284,0.0060945,0,0.0009258,0.45325,0.811508
1,0.134308,0.0032527,0,0.0005722,0.467318,0.748472
1,0.127374,0.0052184,0,0.0009661,0.454364,0.752013
1,0.291076,0.004531,0,0.0021992,0.355517,0.696918
-1,0.141242,0.0119303,0.157143,0.0048141,0.398714,0.78237
1,0.128429,0.0043351,0,0.0016883,0.417341,0.755806
1,0.178776,0.0030107,0.0047619,0.0011338,0.509871,0.750456
1,0.172144,0.0060439,0,0.0007525,0.407393,0.775198
1,0.209074,0.0063306,0,0.0027941,0.411027,0.750334
-1,0.0839614,0.024345,0.388095,0.0027828,0.396567,0.822492
0,0.312632,0.0046038,0.0587302,0.0044345,0.36994,0.659499
1,0.123907,0.0113149,0,0.00054,0.399524,0.790062
1,0.085921,0.0061016,0.0126984,0.0016711,0.444774,0.823355
1,0.108532,0.0045032,0,0.0008816,0.436075,0.773215
1,0.167471,0.0221685,0,0.0013797,0.394145,0.763377
1,0.126168,0.0060487,0.0571429,0.000978,0.434123,0.798294
1,0.220681,0.0127568,0.0206349,0.0013759,0.414591,0.721849
1,0.159632,0.0218877,0,0.0013847,0.39406,0.773804
1,0.0613506,0.0069049,0,0.0004311,0.407578,0.832408
1,0.159934,0.0062806,0,0.0008521,0.40894,0.786729
-1,0.340217,0.003248,0,0.0008362,0.364572,0.650144
1,0.145463,0.0044689,0,0.0008598,0.448678,0.768219
1,0.372475,0.0030845,0,0.0011851,0.359019,0.634575
1,0.202894,0.0671683,0,0.0006285,0.418915,0.72975
1,0.0952668,0.0046203,0,0.0014133,0.400988,0.819929
1,0.10205,0.00378,0.0047619,0.0024197,0.471619,0.818395
1,0.119686,0.0037957,0,0.0010639,0.433365,0.774887
1,0.262587,0.0043819,0,0.0004494,0.410384,0.684946
1,0.14486,0.0086335,0.0047619,0.0017244,0.39952,0.7863
1,0.158728,0.0020363,0,0.0008589,0.499769,0.723248
1,0.132198,0.0042784,0,0.0013173,0.410253,0.771709
1,0.301628,0.0089631,0,0.0011724,0.380295,0.668652
1,0.095719,0.0209483,0.0095238,0.0128056,0.432413,0.795182
1,0.133102,0.0036248,0.0246032,0.001534,0.431777,0.771586
1,0.136117,0.0024828,0,0.0002422,0.455866,0.741373
1,0.0978294,0.0054012,0,0.0005846,0.444065,0.754987
1,0.208773,0.0167321,0.118254,0.0081325,0.415124,0.730691
1,0.114863,0.0064075,0,0.0013218,0.43488,0.781076
1,0.163401,0.0053636,0,0.0006262,0.445985,0.742895
1,0.116069,0.0030386,0,0.0004391,0.428761,0.771671
1,0.3776,0.0031482,0,0.0008346,0.341532,0.663119
1,0.328761,0.0039348,0.0285714,0.0065565,0.358234,0.665565
-1,0.280675,0.0033127,0,0.0007784,0.346835,0.69171
1,0.294242,0.0043343,0,0.0011231,0.381518,0.694012
1,0.279469,0.0039199,0.147619,0.0065286,0.37986,0.721657
1,0.290323,0.0035906,0,0.0014984,0.357462,0.670334
1,0.0776304,0.0063834,0,0.0014722,0.424631,0.807355
1,0.197317,0.008968,0,0.0007686,0.432529,0.726759
1,0.157673,0.0035858,0,0.0015076,0.427525,0.757818
1,0.191438,0.0119787,0.0896825,0.0011902,0.412985,0.726761
1,0.136268,0.004683,0,0.001836,0.471433,0.769331
1,0.13461,0.004845,0,0.0014635,0.459965,0.757123
1,0.109587,0.0045323,0,0.0006752,0.468629,0.778851
1,0.251281,0.0041983,0.0111111,0.0035558,0.362053,0.708086
1,0.128279,0.0041565,0,0.0014699,0.441951,0.748976
1,0.149985,0.0030005,0,0.0005102,0.429258,0.760885
1,0.14486,0.0104651,0,0.0009615,0.432683,0.761017
1,0.147875,0.0051288,0,0.0009876,0.434613,0.791926
1,0.256256,0.0043665,0,0.0011389,0.393909,0.705108
1,0.140338,0.0101481,0,0.0006925,0.431159,0.771682
1,0.197317,0.0044958,0,0.000826,0.399667,0.737339
1,0.17546,0.0061284,0,0.0010339,0.416655,0.757288
1,0.156165,0.0043023,0,0.0005041,0.48614,0.785745
1,0.15104,0.0068891,0,0.0005412,0.430357,0.741151
1,0.132349,0.0029769,0,0.0010971,0.435515,0.763921
1,0.146669,0.0092519,0,0.0004887,0.405565,0.788424
1,0.200633,0.0051935,0,0.0016626,0.443164,0.709895
1,0.150739,0.0063187,0,0.0022588,0.412319,0.765505
1,0.140488,0.0095186,0,0.0012827,0.407777,0.777115
1,0.133554,0.0024066,0,0.0002911,0.429185,0.763839
-1,0.123756,0.0044563,0.0047619,0.0006023,0.451004,0.766008
1,0.197468,0.007667,0,0.002696,0.403977,0.760233
1,0.11833,0.0046206,0.0103175,0.0017608,0.423691,0.812431
1,0.0936087,0.0197707,0,0.0011824,0.395615,0.826336
1,0.169732,0.0035191,0,0.0008591,0.431208,0.756126
1,0.222339,0.0116249,0,0.0021715,0.386748,0.723635
1,0.21827,0.0087248,0,0.0020555,0.375463,0.722316
1,0.131595,0.0024382,0,0.0000576,0.433607,0.750572
1,0.171239,0.0026451,0,0.0004062,0.483849,0.711706
1,0.164305,0.0062905,0,0.0004098,0.430687,0.728333
-1,0.0446186,0.0107555,0.303175,0.0038015,0.416835,0.851749
1,0.409406,0.0031376,0,0.0004902,0.343709,0.638763
1,0.118481,0.0145358,0.0968254,0.0017297,0.407464,0.782212
1,0.0990353,0.0059372,0,0.0018629,0.446501,0.800183
1,0.313989,0.0041344,0,0.0022276,0.330153,0.701437
0,0.140639,0.0134134,0.260317,0.0046711,0.400965,0.779951
1,0.279469,0.0114395,0,0.0013954,0.381355,0.678907
1,0.205155,0.0046333,0,0.0009427,0.40479,0.738984
1,0.132951,0.0040888,0,0.000574,0.439075,0.753979
1,0.149834,0.0042481,0,0.0010657,0.446541,0.76805
0,0.151191,0.0046692,0,0.0013599,0.428286,0.755184
1,0.158125,0.0142767,0.0079365,0.0010622,0.415269,0.752166
1,0.143202,0.0044814,0,0.0005145,0.432977,0.75338
1,0.0931565,0.01151,0,0.0011456,0.398188,0.810198
1,0.312933,0.0035148,0,0.0015899,0.366983,0.660941
1,0.207416,0.0128688,0,0.0014687,0.411416,0.745154
1,0.123907,0.0045034,0,0.0010738,0.404351,0.794611
1,0.270425,0.0085199,0,0.0013124,0.383729,0.70072
1,0.234097,0.0040217,0,0.0010615,0.490624,0.666747
1,0.114712,0.0032121,0,0.0005917,0.447078,0.787849
1,0.274194,0.0036951,0,0.0017773,0.351229,0.694094
1,0.19385,0.0073989,0,0.0009753,0.406502,0.75473
1,0.209979,0.0045774,0,0.0009245,0.418491,0.694516
1,0.0946639,0.0035617,0,0.0021829,0.473806,0.790254
1,0.152849,0.0045049,0,0.0005111,0.435402,0.76595
1,0.154507,0.0047536,0,0.0012164,0.405081,0.767615
1,0.160084,0.0044585,0,0.0004479,0.418722,0.759254
1,0.183147,0.006477,0.0134921,0.0021878,0.43029,0.73761
1,0.0954175,0.0073976,0,0.0017872,0.426895,0.795742
